Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDT11,5.94,0.029347924,29,OUT013,Breads,188.4556,High,1,Tier 3,Supermarket Type1,3069.827853,1.995
FDB08,6.055,0.034477365,29,OUT013,Fruits and Vegetables,160.1578,High,1,Tier 3,Supermarket Type1,2584.503687,1.68
FDQ28,14,0.070015099,7,OUT018,Frozen Foods,155.6656,High,2,Tier 3,Supermarket Type2,2245.634163,1.46
FDD29,12.15,0.018447852,14,OUT045,Frozen Foods,252.6698,Very_High,2,Tier 2,Supermarket Type1,3928.01199,2.553
NCQ29,12,0.103725396,31,OUT027,Health and Hygiene,261.7278,Very_High,2,Tier 3,Supermarket Type3,5548.316538,3.606
NCO02,11.15,0.073307104,29,OUT013,Others,65.2142,Low,1,Tier 3,Supermarket Type1,1076.146679,0.699
FDR56,15.5,0.168661356,18,OUT010,Fruits and Vegetables,195.8768,High,2,Tier 3,Grocery Store,1219.476263,0.793
NCM54,17.7,0.051018257,17,OUT049,Household,125.2678,Medium,2,Tier 1,Supermarket Type1,2081.116546,1.353
FDP51,13.85,0.085258864,12,OUT035,Meat,116.8124,Medium,3,Tier 2,Supermarket Type1,2059.385323,1.339
FDT38,18.7,0.057489563,29,OUT013,Dairy,84.7566,Medium,1,Tier 3,Supermarket Type1,1408.213475,0.915
FDZ20,16.1,0.034446714,7,OUT018,Fruits and Vegetables,253.3356,Very_High,2,Tier 3,Supermarket Type2,3727.353765,2.423
FDJ53,10.5,0.071198613,29,OUT013,Frozen Foods,120.6098,Medium,1,Tier 3,Supermarket Type1,1963.15841,1.276
FDX13,7.725,0.047857249,17,OUT049,Canned,249.2092,Very_High,2,Tier 1,Supermarket Type1,4034.197758,2.622
FDP58,11.1,0.135116764,12,OUT035,Snack Foods,220.4482,Very_High,3,Tier 2,Supermarket Type1,3618.925815,2.352
NCK31,10.895,0.047357161,31,OUT019,Others,51.9666,Low,3,Tier 1,Grocery Store,-1050.506148,-0.683
FDA35,14.85,0.054056872,7,OUT018,Baking Goods,123.2072,Medium,2,Tier 3,Supermarket Type2,1743.416114,1.133
FDV37,13,0.083854075,7,OUT018,Canned,198.7426,High,2,Tier 3,Supermarket Type2,2913.420314,1.894
NCO07,9.06,0.009728926,31,OUT027,Others,213.656,Very_High,2,Tier 3,Supermarket Type3,4816.338611,3.131
FDA20,6.78,0.066756194,14,OUT045,Fruits and Vegetables,187.324,High,2,Tier 2,Supermarket Type1,2902.650225,1.887
FDZ59,6.63,0.104001913,12,OUT035,Baking Goods,168.45,High,3,Tier 2,Supermarket Type1,2859.116507,1.858
NCY17,18.2,0.164018678,9,OUT017,Health and Hygiene,44.9086,Low,2,Tier 2,Supermarket Type1,817.5722381,0.531
FDQ28,14,0.060415636,12,OUT035,Frozen Foods,153.1656,High,3,Tier 2,Supermarket Type1,2629.2808,1.709
FDV35,19.5,0.128931187,9,OUT017,Breads,154.6314,High,2,Tier 2,Supermarket Type1,2555.650674,1.661
FDQ36,7.855,0.161413005,29,OUT013,Baking Goods,35.2848,Low,1,Tier 3,Supermarket Type1,664.0844545,0.432
FDD34,7.945,0.01594096,7,OUT018,Snack Foods,163.121,High,2,Tier 3,Supermarket Type2,2326.364549,1.512
FDK51,19.85,0.005679617,14,OUT045,Dairy,265.0884,Very_High,2,Tier 2,Supermarket Type1,4123.928206,2.681
FDV31,9.8,0.106697143,12,OUT035,Fruits and Vegetables,175.637,High,3,Tier 2,Supermarket Type1,2926.513855,1.902
FDR04,7.075,0.022562708,12,OUT035,Frozen Foods,95.9068,Medium,3,Tier 2,Supermarket Type1,1700.285269,1.105
FDR14,11.65,0.174319632,17,OUT049,Dairy,55.5298,Low,2,Tier 1,Supermarket Type1,999.2797186,0.65
DRC36,13,0.075295456,18,OUT010,Soft Drinks,174.4054,High,2,Tier 3,Grocery Store,901.2912274,0.586
FDE39,7.89,0.063266852,31,OUT019,Dairy,120.6782,Medium,3,Tier 1,Grocery Store,40.43702099,0.026
FDP57,17.5,0.052525654,17,OUT049,Snack Foods,104.399,Medium,2,Tier 1,Supermarket Type1,1780.946913,1.158
FDE57,9.6,0.036285125,19,OUT046,Fruits and Vegetables,141.2154,High,3,Tier 1,Supermarket Type1,2258.673134,1.468
NCN18,8.895,0.12471467,19,OUT046,Household,111.4544,Medium,3,Tier 1,Supermarket Type1,1755.580905,1.141
NCQ05,11.395,0.021694101,7,OUT018,Health and Hygiene,150.0708,High,2,Tier 3,Supermarket Type2,2097.756092,1.364
FDW47,15,0.046366458,12,OUT035,Breads,119.9414,Medium,3,Tier 2,Supermarket Type1,2070.661694,1.346
FDV46,18.2,0.012605492,12,OUT035,Snack Foods,137.818,High,3,Tier 2,Supermarket Type1,2354.813534,1.531
NCP29,8.42,0.112498699,14,OUT045,Health and Hygiene,62.8168,Low,2,Tier 2,Supermarket Type1,932.9030774,0.606
FDE09,8.775,0.021691386,7,OUT018,Fruits and Vegetables,110.5228,Medium,2,Tier 3,Supermarket Type2,1507.060759,0.98
NCU06,17.6,0.074046742,31,OUT027,Household,229.801,Very_High,2,Tier 3,Supermarket Type3,5057.037628,3.287
FDT19,7.59,0.242768664,18,OUT010,Fruits and Vegetables,173.708,High,2,Tier 3,Grocery Store,861.3003235,0.56
DRF15,18.35,0.033401862,9,OUT017,Dairy,152.234,High,2,Tier 2,Supermarket Type1,2534.695706,1.648
DRI51,17.25,0.042206477,29,OUT013,Dairy,170.2764,High,1,Tier 3,Supermarket Type1,2741.338896,1.782
NCX54,9.195,0.048019877,29,OUT013,Household,104.2622,Medium,1,Tier 3,Supermarket Type1,1687.909368,1.097
DRE01,10.1,0.167016095,29,OUT013,Soft Drinks,241.5512,Very_High,1,Tier 3,Supermarket Type1,3828.375468,2.488
NCB07,19.2,0.077664737,14,OUT045,Household,195.511,High,2,Tier 2,Supermarket Type1,3004.1674,1.953
FDU50,5.75,0.075155997,12,OUT035,Dairy,114.1176,Medium,3,Tier 2,Supermarket Type1,2018.665928,1.312
FDG40,13.65,0.039816816,12,OUT035,Frozen Foods,34.1558,Low,3,Tier 2,Supermarket Type1,736.9711306,0.479
FDW10,21.2,0.070964186,7,OUT018,Snack Foods,175.637,High,2,Tier 3,Supermarket Type2,2512.505348,1.633
FDX51,9.5,0.022040367,29,OUT013,Meat,194.1452,High,1,Tier 3,Supermarket Type1,3159.83984,2.054
NCP17,19.35,0.027770577,14,OUT045,Health and Hygiene,63.1168,Low,2,Tier 2,Supermarket Type1,952.8473173,0.619
FDP21,7.42,0.025735975,12,OUT035,Snack Foods,187.7872,High,3,Tier 2,Supermarket Type1,3173.486693,2.063
FDL04,19,0.112150406,14,OUT045,Frozen Foods,105.2622,Medium,2,Tier 2,Supermarket Type1,1618.853473,1.052
FDV23,11,0.105748691,29,OUT013,Breads,123.1046,Medium,1,Tier 3,Supermarket Type1,1996.068378,1.297
FDF24,15.5,0.025370468,19,OUT046,Baking Goods,81.1934,Medium,3,Tier 1,Supermarket Type1,1371.226025,0.891
FDH56,9.8,0.063508168,31,OUT027,Fruits and Vegetables,113.8492,Medium,2,Tier 3,Supermarket Type3,3323.225359,2.16
FDB51,6.92,0.038513862,17,OUT049,Dairy,61.5852,Low,2,Tier 1,Supermarket Type1,1116.530832,0.726
FDI58,7.64,0.070362085,31,OUT027,Snack Foods,95.112,Medium,2,Tier 3,Supermarket Type3,3030.376468,1.97
FDR20,20,0.028100349,29,OUT013,Fruits and Vegetables,46.9744,Low,1,Tier 3,Supermarket Type1,869.6687367,0.565
FDC51,10.895,0.009661057,7,OUT018,Dairy,122.973,Medium,2,Tier 3,Supermarket Type2,1747.145799,1.136
FDB16,8.21,0.044708228,31,OUT027,Dairy,86.2198,Medium,2,Tier 3,Supermarket Type3,2852.302931,1.854
FDE40,15.6,0.099297902,17,OUT049,Dairy,60.5194,Low,2,Tier 1,Supermarket Type1,1134.233206,0.737
NCM17,7.93,0.071122419,12,OUT035,Health and Hygiene,43.7086,Low,3,Tier 2,Supermarket Type1,855.0502259,0.556
FDU56,16.85,0.044506442,12,OUT035,Fruits and Vegetables,185.3266,High,3,Tier 2,Supermarket Type1,3088.422901,2.007
FDS32,17.75,0.051920175,31,OUT019,Fruits and Vegetables,140.9838,High,3,Tier 1,Grocery Store,403.1302831,0.262
FDX02,16,0.057148803,17,OUT049,Dairy,224.3404,Very_High,2,Tier 1,Supermarket Type1,3646.209093,2.37
FDT39,6.26,0.009820129,31,OUT027,Meat,152.7366,High,2,Tier 3,Supermarket Type3,3937.267899,2.559
FDE35,7.06,0.044148717,9,OUT017,Starchy Foods,56.9904,Low,2,Tier 2,Supermarket Type1,1094.395878,0.711
NCI42,18.75,0.018148732,31,OUT019,Household,210.1954,Very_High,3,Tier 1,Grocery Store,1416.890488,0.921
DRL23,18.35,0.015304311,19,OUT046,Hard Drinks,105.7938,Medium,3,Tier 1,Supermarket Type1,1711.72923,1.113
FDA10,20.35,0.141816013,19,OUT046,Snack Foods,122.2072,Medium,3,Tier 1,Supermarket Type1,1945.487285,1.265
FDA11,7.75,0.04320284,29,OUT013,Baking Goods,95.6436,Medium,1,Tier 3,Supermarket Type1,1579.345192,1.027
NCM06,7.475,0.075727897,19,OUT046,Household,154.7656,High,3,Tier 1,Supermarket Type1,2437.782904,1.585
NCT05,10.895,0.020947887,12,OUT035,Health and Hygiene,257.5672,Very_High,3,Tier 2,Supermarket Type1,4191.269832,2.724
NCQ02,12.6,0.012480591,18,OUT010,Household,186.2556,High,2,Tier 3,Grocery Store,1027.473044,0.668
NCY06,15.25,0.06127993,17,OUT049,Household,129.6968,Medium,2,Tier 1,Supermarket Type1,2148.10326,1.396
FDY56,16.35,0.062399603,12,OUT035,Fruits and Vegetables,224.7062,Very_High,3,Tier 2,Supermarket Type1,3742.18501,2.432
FDL02,20,0.104063695,12,OUT035,Canned,104.5622,Medium,3,Tier 2,Supermarket Type1,1865.954256,1.213
NCI06,11.3,0.047708667,12,OUT035,Household,178.366,High,3,Tier 2,Supermarket Type1,2954.413744,1.92
FDQ14,9.27,0.061912597,14,OUT045,Dairy,150.105,High,2,Tier 2,Supermarket Type1,2324.558897,1.511
FDQ12,12.65,0.035611045,9,OUT017,Baking Goods,228.301,Very_High,2,Tier 2,Supermarket Type1,3717.462282,2.416
FDP36,10.395,0.091172403,19,OUT046,Baking Goods,48.6008,Low,3,Tier 1,Supermarket Type1,852.4778211,0.554
FDK21,7.905,0.009963834,31,OUT027,Snack Foods,250.8408,Very_High,2,Tier 3,Supermarket Type3,5419.574843,3.523
FDO40,17.1,0.032694281,14,OUT045,Frozen Foods,147.8392,High,2,Tier 2,Supermarket Type1,2294.838333,1.492
NCK54,12.15,0.02951482,31,OUT019,Household,117.515,Medium,3,Tier 1,Grocery Store,-27.49725426,-0.018
FDY09,15.6,0.025302804,7,OUT018,Snack Foods,176.8054,High,2,Tier 3,Supermarket Type2,2538.168257,1.65
NCW30,5.21,0.011027014,17,OUT049,Household,260.6962,Very_High,2,Tier 1,Supermarket Type1,4194.291839,2.726
NCC55,10.695,0.070696325,31,OUT027,Household,36.2848,Low,2,Tier 3,Supermarket Type3,2046.266907,1.33
FDE58,18.5,0.052280828,7,OUT018,Snack Foods,117.3124,Medium,2,Tier 3,Supermarket Type2,1608.075086,1.045
FDR39,20.35,0.083729547,29,OUT013,Meat,184.4292,High,1,Tier 3,Supermarket Type1,2954.605209,1.92
FDU28,19.2,0.094064368,17,OUT049,Frozen Foods,187.0214,High,2,Tier 1,Supermarket Type1,3103.597712,2.017
FDH08,7.51,0.017527666,9,OUT017,Fruits and Vegetables,228.001,Very_High,2,Tier 2,Supermarket Type1,3715.568025,2.415
FDG35,21.2,0.007055259,14,OUT045,Starchy Foods,175.4738,High,2,Tier 2,Supermarket Type1,2773.644021,1.803
FDG22,17.6,0.041445492,17,OUT049,Snack Foods,35.219,Low,2,Tier 1,Supermarket Type1,750.6619511,0.488
FDC34,16,0.172726426,12,OUT035,Snack Foods,156.7972,High,3,Tier 2,Supermarket Type1,2666.609322,1.733
FDP15,15.2,0.084284513,7,OUT018,Meat,254.933,Very_High,2,Tier 3,Supermarket Type2,3743.582084,2.433
FDK34,13.35,0.06448577,18,OUT010,Snack Foods,239.4564,Very_High,2,Tier 3,Grocery Store,1871.125595,1.216
FDU45,15.6,0.035499428,12,OUT035,Snack Foods,115.7518,Medium,3,Tier 2,Supermarket Type1,2051.550943,1.334
FDQ04,6.4,0.084343183,31,OUT027,Frozen Foods,39.7796,Low,2,Tier 3,Supermarket Type3,2122.814174,1.38
FDX22,6.785,0.023068402,7,OUT018,Snack Foods,209.7928,Very_High,2,Tier 3,Supermarket Type2,3095.39271,2.012
FDB45,20.85,0.021450443,9,OUT017,Fruits and Vegetables,103.6306,Medium,2,Tier 2,Supermarket Type1,1780.698229,1.157
NCH43,8.42,0.070227182,31,OUT027,Household,217.1192,Very_High,2,Tier 3,Supermarket Type3,4859.781185,3.159
DRE60,9.395,0.159334462,19,OUT046,Soft Drinks,224.372,Very_High,3,Tier 1,Supermarket Type1,3531.33251,2.295
FDD17,7.5,0.032468955,31,OUT027,Frozen Foods,236.1906,Very_High,2,Tier 3,Supermarket Type3,5187.739166,3.372
NCM54,17.7,0.051227193,9,OUT017,Household,127.2678,Medium,2,Tier 2,Supermarket Type1,2118.345207,1.377
NCH55,16.35,0.034643462,29,OUT013,Household,127.402,Medium,1,Tier 3,Supermarket Type1,2050.70454,1.333
NCT06,17.1,0.038956669,9,OUT017,Household,165.1842,High,2,Tier 2,Supermarket Type1,2710.352289,1.762
FDA48,12.1,0.114317778,31,OUT027,Baking Goods,221.5114,Very_High,2,Tier 3,Supermarket Type3,4945.577696,3.215
FDY58,11.65,0.039725274,31,OUT027,Snack Foods,228.2694,Very_High,2,Tier 3,Supermarket Type3,5063.51728,3.291
FDO25,6.3,0.127707501,14,OUT045,Canned,211.327,Very_High,2,Tier 2,Supermarket Type1,3265.601768,2.123
FDN50,16.85,0.026573609,14,OUT045,Canned,94.912,Medium,2,Tier 2,Supermarket Type1,1516.553527,0.986
FDH35,18.25,0.060237241,12,OUT035,Starchy Foods,164.9526,High,3,Tier 2,Supermarket Type1,2768.813373,1.8
FDK09,15.2,0.091949401,14,OUT045,Snack Foods,227.4352,Very_High,2,Tier 2,Supermarket Type1,3522.954068,2.29
FDO16,5.48,0.015095622,29,OUT013,Frozen Foods,82.325,Medium,1,Tier 3,Supermarket Type1,1376.806101,0.895
FDW11,12.6,0.048881014,14,OUT045,Breads,63.7194,Low,2,Tier 2,Supermarket Type1,982.9522267,0.639
FDU47,12.8,0.124921611,31,OUT027,Breads,140.3838,High,2,Tier 3,Supermarket Type3,3725.713152,2.422
NCQ42,20.35,0.065726925,18,OUT010,Household,128.6678,Medium,2,Tier 3,Grocery Store,122.8234183,0.08
FDK55,18.5,0.025636945,31,OUT027,Meat,89.1172,Medium,2,Tier 3,Supermarket Type3,2901.332134,1.886
FDN08,7.72,0.088502045,17,OUT049,Fruits and Vegetables,116.2466,Medium,2,Tier 1,Supermarket Type1,2002.628539,1.302
FDT57,15.2,0.019073386,14,OUT045,Snack Foods,237.7248,Very_High,2,Tier 2,Supermarket Type1,3695.575691,2.402
FDJ12,8.895,0.039200151,7,OUT018,Baking Goods,207.5296,Very_High,2,Tier 3,Supermarket Type2,3057.544417,1.987
DRL59,16.75,0.021344178,9,OUT017,Hard Drinks,52.2298,Low,2,Tier 2,Supermarket Type1,980.7100602,0.637
NCN53,5.175,0.030355463,19,OUT046,Health and Hygiene,35.0874,Low,3,Tier 1,Supermarket Type1,583.3726866,0.379
FDO51,6.785,0.07027007,18,OUT010,Meat,43.9112,Low,2,Tier 3,Grocery Store,-1128.59446,-0.734
FDK56,9.695,0.130733334,9,OUT017,Fruits and Vegetables,188.3898,High,2,Tier 2,Supermarket Type1,3079.944963,2.002
FDY12,9.8,0.140584452,12,OUT035,Baking Goods,52.3008,Low,3,Tier 2,Supermarket Type1,1045.882595,0.68
FDU15,13.65,0.026597059,12,OUT035,Meat,36.3532,Low,3,Tier 2,Supermarket Type1,817.600301,0.531
FDQ19,7.35,0.014365128,19,OUT046,Fruits and Vegetables,242.8512,Very_High,3,Tier 1,Supermarket Type1,3887.801955,2.527
DRF15,18.35,0.033281349,14,OUT045,Dairy,154.134,High,2,Tier 2,Supermarket Type1,2392.758968,1.555
DRE25,15.35,0.128309411,31,OUT019,Soft Drinks,92.112,Medium,3,Tier 1,Grocery Store,-414.7154177,-0.27
FDK57,10.195,0.080619969,7,OUT018,Snack Foods,119.144,Medium,2,Tier 3,Supermarket Type2,1631.160148,1.06
FDD33,12.85,0.181092301,18,OUT010,Fruits and Vegetables,231.6642,Very_High,2,Tier 3,Grocery Store,1729.811161,1.124
FDR34,17,0.015887996,31,OUT027,Snack Foods,228.6352,Very_High,2,Tier 3,Supermarket Type3,5117.822566,3.327
FDU04,7.93,0.005559688,14,OUT045,Frozen Foods,121.2414,Medium,2,Tier 2,Supermarket Type1,1885.072776,1.225
FDE35,7.06,0.07686393,31,OUT019,Starchy Foods,60.4904,Low,3,Tier 1,Grocery Store,-854.2417887,-0.555
NCD31,12.1,0.015431545,12,OUT035,Household,162.7526,High,3,Tier 2,Supermarket Type1,2717.086989,1.766
FDJ56,8.985,0.183368339,12,OUT035,Fruits and Vegetables,100.07,Medium,3,Tier 2,Supermarket Type1,1737.543088,1.129
NCU53,5.485,0.042751812,19,OUT046,Health and Hygiene,164.5842,High,3,Tier 1,Supermarket Type1,2596.088058,1.687
FDD39,16.7,0.070141633,12,OUT035,Dairy,214.985,Very_High,3,Tier 2,Supermarket Type1,3545.458285,2.305
NCU17,5.32,0.162626685,31,OUT019,Health and Hygiene,103.6674,Medium,3,Tier 1,Grocery Store,-266.27669,-0.173
FDJ20,20.7,0.100174939,19,OUT046,Fruits and Vegetables,123.2388,Medium,3,Tier 1,Supermarket Type1,2012.886153,1.308
NCW41,18,0.015513314,7,OUT018,Health and Hygiene,156.9604,High,2,Tier 3,Supermarket Type2,2206.443519,1.434
FDL52,6.635,0.046081489,12,OUT035,Frozen Foods,38.0506,Low,3,Tier 2,Supermarket Type1,840.2035028,0.546
FDS39,6.895,0.022456327,12,OUT035,Meat,141.2812,High,3,Tier 2,Supermarket Type1,2406.266965,1.564
DRJ47,18.25,0.044340045,14,OUT045,Hard Drinks,173.908,High,2,Tier 2,Supermarket Type1,2698.512956,1.754
FDP13,8.1,0.224830093,18,OUT010,Canned,40.248,Low,2,Tier 3,Grocery Store,-1212.071911,-0.788
DRK39,7.02,0.083464455,18,OUT010,Dairy,82.425,Medium,2,Tier 3,Grocery Store,-575.7830113,-0.374
FDF28,15.7,0.06337778,18,OUT010,Frozen Foods,126.2046,Medium,2,Tier 3,Grocery Store,153.5649937,0.1
FDB09,16.25,0.057512493,14,OUT045,Fruits and Vegetables,125.5046,Medium,2,Tier 2,Supermarket Type1,1943.01534,1.263
FDM51,11.8,0.025926223,19,OUT046,Meat,99.9674,Medium,3,Tier 1,Supermarket Type1,1662.99188,1.081
DRM49,6.11,0.152573001,7,OUT018,Soft Drinks,45.1086,Low,2,Tier 3,Supermarket Type2,510.7849518,0.332
DRF23,4.61,0.122550245,29,OUT013,Hard Drinks,176.1396,High,1,Tier 3,Supermarket Type1,2817.929376,1.832
DRH01,17.5,0.097885516,12,OUT035,Soft Drinks,172.6738,High,3,Tier 2,Supermarket Type1,2882.426276,1.874
FDH12,9.6,0.08454227,31,OUT027,Baking Goods,107.128,Medium,2,Tier 3,Supermarket Type3,3170.854628,2.061
FDA28,16.1,0.083694927,31,OUT019,Frozen Foods,124.8362,Medium,3,Tier 1,Grocery Store,146.3221975,0.095
FDW37,19.2,0.124555719,7,OUT018,Canned,90.3488,Medium,2,Tier 3,Supermarket Type2,1176.173541,0.765
FDF02,16.2,0.103473165,19,OUT046,Canned,103.799,Medium,3,Tier 1,Supermarket Type1,1665.396593,1.083
DRL37,15.5,0.053372178,19,OUT046,Soft Drinks,43.377,Low,3,Tier 1,Supermarket Type1,733.8639557,0.477
NCF43,8.51,0.051945908,19,OUT046,Household,141.547,High,3,Tier 1,Supermarket Type1,2236.271629,1.454
FDH08,7.51,0.029172707,18,OUT010,Fruits and Vegetables,228.201,Very_High,2,Tier 3,Grocery Store,1701.69356,1.106
FDR34,17,0.027953194,31,OUT019,Snack Foods,229.4352,Very_High,3,Tier 1,Grocery Store,1783.406463,1.159
NCK19,9.8,0.09060629,17,OUT049,Others,195.0478,High,2,Tier 1,Supermarket Type1,3159.495839,2.054
NCD55,14,0.024430294,7,OUT018,Household,42.6454,Low,2,Tier 3,Supermarket Type2,426.0359327,0.277
FDT27,11.395,0.069695361,17,OUT049,Meat,233.7616,Very_High,2,Tier 1,Supermarket Type1,3834.503355,2.492
FDQ57,7.275,0.02800432,14,OUT045,Snack Foods,146.976,High,2,Tier 2,Supermarket Type1,2281.573724,1.483
FDA47,10.5,0.116651733,12,OUT035,Baking Goods,162.421,High,3,Tier 2,Supermarket Type1,2763.38979,1.796
DRG15,6.13,0.076364306,31,OUT027,Dairy,63.0536,Low,2,Tier 3,Supermarket Type3,2486.285618,1.616
FDE05,10.895,0.03258625,7,OUT018,Frozen Foods,145.6102,High,2,Tier 3,Supermarket Type2,2095.414736,1.362
FDN46,7.21,0.144631478,19,OUT046,Snack Foods,100.6332,Medium,3,Tier 1,Supermarket Type1,1652.647183,1.074
FDX27,20.7,0.113564473,31,OUT027,Dairy,92.6436,Medium,2,Tier 3,Supermarket Type3,2985.395903,1.941
FDT51,11.65,0.010940934,14,OUT045,Meat,110.4544,Medium,2,Tier 2,Supermarket Type1,1760.724205,1.144
FDU33,7.63,0.134597662,29,OUT013,Snack Foods,44.7402,Low,1,Tier 3,Supermarket Type1,815.7946656,0.53
FDJ16,9.195,0.114329308,31,OUT027,Frozen Foods,59.4246,Low,2,Tier 3,Supermarket Type3,2423.49625,1.575
FDD20,14.15,0.036268455,31,OUT019,Fruits and Vegetables,122.5046,Medium,3,Tier 1,Grocery Store,73.90261712,0.048
FDT36,12.3,0.111447593,17,OUT049,Baking Goods,33.4874,Low,2,Tier 1,Supermarket Type1,667.1741696,0.434
DRF15,18.35,0.03305315,31,OUT027,Dairy,152.334,High,2,Tier 3,Supermarket Type3,3883.630579,2.524
FDN52,9.395,0.220221011,18,OUT010,Frozen Foods,88.1198,Medium,2,Tier 3,Grocery Store,-466.3633341,-0.303
FDC22,6.89,0.135767734,31,OUT027,Snack Foods,191.282,High,2,Tier 3,Supermarket Type3,4515.382905,2.935
FDX15,17.2,0.156615836,14,OUT045,Meat,160.6578,High,2,Tier 2,Supermarket Type1,2472.986698,1.607
FDT13,14.85,0.018556186,29,OUT013,Canned,187.1214,High,1,Tier 3,Supermarket Type1,3007.337246,1.955
FDU04,7.93,0.00557982,9,OUT017,Frozen Foods,121.1414,Medium,2,Tier 2,Supermarket Type1,2055.032764,1.336
FDU31,10.5,0.043756113,31,OUT019,Fruits and Vegetables,216.3508,Very_High,3,Tier 1,Grocery Store,1576.687708,1.025
FDW59,13.15,0.022692114,31,OUT027,Breads,85.4566,Medium,2,Tier 3,Supermarket Type3,2844.534781,1.849
NCO29,11.15,0.032256191,19,OUT046,Health and Hygiene,165.1526,High,3,Tier 1,Supermarket Type1,2607.105077,1.695
FDL15,17.85,0.046625941,12,OUT035,Meat,152.3682,High,3,Tier 2,Supermarket Type1,2575.327743,1.674
FDI41,18.5,0.062353714,17,OUT049,Frozen Foods,145.4418,High,2,Tier 1,Supermarket Type1,2462.070662,1.6
FDQ48,14.3,0.034440214,17,OUT049,Baking Goods,98.7726,Medium,2,Tier 1,Supermarket Type1,1740.474283,1.131
DRI39,13.8,0.09698132,29,OUT013,Dairy,55.593,Low,1,Tier 3,Supermarket Type1,947.3525993,0.616
FDI08,18.2,0.066241884,29,OUT013,Fruits and Vegetables,250.9092,Very_High,1,Tier 3,Supermarket Type1,4035.993556,2.623
FDC21,14.6,0.04302561,17,OUT049,Fruits and Vegetables,110.0254,Medium,2,Tier 1,Supermarket Type1,1914.099101,1.244
FDF58,13.3,0.009579343,12,OUT035,Snack Foods,62.351,Low,3,Tier 2,Supermarket Type1,1180.831858,0.768
FDS08,5.735,0.095341405,18,OUT010,Fruits and Vegetables,178.037,High,2,Tier 3,Grocery Store,909.7079276,0.591
FDE47,14.15,0.037985629,14,OUT045,Starchy Foods,123.1046,Medium,2,Tier 2,Supermarket Type1,1908.893682,1.241
NCP18,12.15,0.050071843,31,OUT019,Household,152.4708,High,3,Tier 1,Grocery Store,512.8424553,0.333
NCR41,17.85,0.018045319,29,OUT013,Health and Hygiene,96.8094,Medium,1,Tier 3,Supermarket Type1,1577.668623,1.025
FDA27,20.35,0.030901894,29,OUT013,Dairy,254.2672,Very_High,1,Tier 3,Supermarket Type1,4094.455135,2.661
FDA43,10.895,0.064663519,12,OUT035,Fruits and Vegetables,194.0794,High,3,Tier 2,Supermarket Type1,3220.753733,2.093
FDA49,19.7,0.065053427,14,OUT045,Canned,86.6198,Medium,2,Tier 2,Supermarket Type1,1336.939769,0.869
NCE55,8.92,0.129991145,7,OUT018,Household,178.137,High,2,Tier 3,Supermarket Type2,2515.658058,1.635
DRM49,6.11,0.15121816,31,OUT027,Soft Drinks,45.9086,Low,2,Tier 3,Supermarket Type3,2250.828007,1.463
FDF22,6.865,0.056555477,31,OUT027,Snack Foods,214.2218,Very_High,2,Tier 3,Supermarket Type3,4841.747399,3.147
FDQ15,20.35,0.151688857,7,OUT018,Meat,80.6276,Medium,2,Tier 3,Supermarket Type2,1064.501123,0.692
NCS54,13.6,0.010049688,9,OUT017,Household,174.937,High,2,Tier 2,Supermarket Type1,2866.835801,1.863
NCY05,13.5,0.054944247,29,OUT013,Health and Hygiene,36.3874,Low,1,Tier 3,Supermarket Type1,630.9433851,0.41
FDR45,10.8,0.028943289,19,OUT046,Snack Foods,239.6222,Very_High,3,Tier 1,Supermarket Type1,3791.113593,2.464
FDK57,10.195,0.080417724,17,OUT049,Snack Foods,121.244,Medium,2,Tier 1,Supermarket Type1,2037.765785,1.325
FDF41,12.15,0.219568112,18,OUT010,Frozen Foods,248.346,Very_High,2,Tier 3,Grocery Store,1982.702034,1.289
FDV21,11.5,0.198306326,19,OUT046,Snack Foods,125.6704,Medium,3,Tier 1,Supermarket Type1,1989.083705,1.293
FDD51,11.15,0.119952711,19,OUT046,Dairy,45.2744,Low,3,Tier 1,Supermarket Type1,751.6571198,0.489
FDF33,7.97,0.021535488,19,OUT046,Seafood,109.6596,Medium,3,Tier 1,Supermarket Type1,1770.129151,1.151
FDA38,5.44,0.025479919,19,OUT046,Dairy,238.5538,Very_High,3,Tier 1,Supermarket Type1,3774.736467,2.454
FDR56,15.5,0.100970195,14,OUT045,Fruits and Vegetables,195.8768,High,2,Tier 2,Supermarket Type1,3074.577126,1.998
NCN41,17,0.05250462,9,OUT017,Health and Hygiene,121.673,Medium,2,Tier 2,Supermarket Type1,2031.031145,1.32
FDC60,5.425,0.113918065,31,OUT027,Baking Goods,87.9514,Medium,2,Tier 3,Supermarket Type3,2911.334156,1.892
FDB47,8.8,0.07157425,14,OUT045,Snack Foods,207.9612,Very_High,2,Tier 2,Supermarket Type1,3223.045541,2.095
DRH01,17.5,0.097822555,29,OUT013,Soft Drinks,175.4738,High,1,Tier 3,Supermarket Type1,2812.660911,1.828
FDW08,12.1,0.148381569,19,OUT046,Fruits and Vegetables,104.928,Medium,3,Tier 1,Supermarket Type1,1674.975898,1.089
FDF38,11.8,0.026230365,31,OUT027,Canned,39.1138,Low,2,Tier 3,Supermarket Type3,2166.96391,1.409
